id,pageUrl,text,selector,tag,status,latencyMs,slow,broken,urlBefore,urlAfter,skipReason,error,consoleErrors,networkErrors
BTN-0011,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"Acerca de Ficohsa","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(1)",a,ok,402,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"",""
BTN-0012,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"Sostenibilidad","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(2)",a,ok,407,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"",""
BTN-0013,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"Grupo Financiero Ficohsa","div#container-21d4dc28cb > div > div:nth-of-type(2) > div > div > div > button",button,ok,415,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"",""
BTN-0014,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"(sin texto #4)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(1)",button,error,,no,yes,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,"locator.click: Timeout 15000ms exceeded.
Call log:
[2m  - waiting for locator('button:visible, input[type=""submit""]:visible, input[type=""button""]:visible, a[role=""button""]:visible, [role=""button""]:visible, a.btn:visible, a.button:visible, a[class*=""cta""]:visible, a[class*=""CTA""]:visible').nth(3)[22m
[2m    - locator resolved to <button disabled class=""gff-news-corp-arrow-button-results"">…</button>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m      - waiting 100ms[22m
[2m    29 × waiting for element to be visible, enabled and stable[22m
[2m       - element is not enabled[22m
[2m     - retrying click action[22m
[2m       - waiting 500ms[22m
","",""
BTN-0015,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"(sin texto #5)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(2)",button,error,,no,yes,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,"locator.click: Timeout 15000ms exceeded.
Call log:
[2m  - waiting for locator('button:visible, input[type=""submit""]:visible, input[type=""button""]:visible, a[role=""button""]:visible, [role=""button""]:visible, a.btn:visible, a.button:visible, a[class*=""cta""]:visible, a[class*=""CTA""]:visible').nth(4)[22m
[2m    - locator resolved to <button disabled class=""gff-news-corp-arrow-button-results"">…</button>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m      - waiting 100ms[22m
[2m    29 × waiting for element to be visible, enabled and stable[22m
[2m       - element is not enabled[22m
[2m     - retrying click action[22m
[2m       - waiting 500ms[22m
","",""
BTN-0016,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"1","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(3)",button,ok,422,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"",""
BTN-0017,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"2","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(4)",button,ok,671,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"Failed to load resource: the server responded with a status of 404 ()","404 https://www.grupoficohsa.com/content/dam/grupo-ficohsa-site/prensa-grupo/Semanasostenibilidad.JPG"
BTN-0018,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"3","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(5)",button,ok,662,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"",""
BTN-0019,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"(sin texto #9)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(6)",button,ok,724,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"Failed to load resource: the server responded with a status of 404 ()","404 https://www.grupoficohsa.com/content/dam/grupo-ficohsa-site/prensa-grupo/Semanasostenibilidad.JPG"
BTN-0020,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,"(sin texto #10)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(7)",button,ok,1090,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/prensa-ficohsa,,,"",""
BTN-0021,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Acerca de Ficohsa","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(1)",a,ok,400,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,,,"",""
BTN-0022,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Sostenibilidad","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(2)",a,ok,420,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,,,"",""
BTN-0023,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Conoce más ›","div#container-e68646981d > div > div:nth-of-type(3) > section > div > div:nth-of-type(1) > div > article:nth-of-type(1) > div:nth-of-type(1) > div:nth-of-type(4) > a",a,ok,1334,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.magneto365.com/co/empresas/ficohsa?utm_source=website&utm_medium=boton_1&utm_campaign=Always%20on,,,"",""
BTN-0024,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Conoce más ›","div#container-e68646981d > div > div:nth-of-type(3) > section > div > div:nth-of-type(1) > div > article:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(4) > a",a,ok,1229,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.magneto365.com/co/empresas/ficohsa?utm_source=website&utm_medium=boton_1&utm_campaign=Always%20on,,,"",""
BTN-0025,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Ir a item 1","div#container-e68646981d > div > div:nth-of-type(3) > section > div > div:nth-of-type(2) > div > button:nth-of-type(1)",button,ok,470,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,,,"",""
BTN-0026,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Ir a item 2","div#container-e68646981d > div > div:nth-of-type(3) > section > div > div:nth-of-type(2) > div > button:nth-of-type(2)",button,ok,431,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,,,"",""
BTN-0027,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Ir a item 3","div#container-e68646981d > div > div:nth-of-type(3) > section > div > div:nth-of-type(2) > div > button:nth-of-type(3)",button,ok,917,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,,,"",""
BTN-0028,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,"Siguiente","div#container-e68646981d > div > div:nth-of-type(3) > section > div > div:nth-of-type(2) > button:nth-of-type(2)",button,ok,407,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros,,,"",""
BTN-0029,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"Acerca de Ficohsa","div#container-6a2ab659b2 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(1)",a,ok,424,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0030,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"Sostenibilidad","div#container-6a2ab659b2 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(2)",a,ok,422,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0031,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"Ver más","div#container-b72744c547 > div > div:nth-of-type(6) > div > div:nth-of-type(2) > div:nth-of-type(3) > button",button,ok,503,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0032,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"Honduras","div#container-b72744c547 > div > div:nth-of-type(11) > div > div > div > button",button,ok,606,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0033,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"(sin texto #5)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(1)",button,error,,no,yes,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,"locator.click: Timeout 15000ms exceeded.
Call log:
[2m  - waiting for locator('button:visible, input[type=""submit""]:visible, input[type=""button""]:visible, a[role=""button""]:visible, [role=""button""]:visible, a.btn:visible, a.button:visible, a[class*=""cta""]:visible, a[class*=""CTA""]:visible').nth(4)[22m
[2m    - locator resolved to <button disabled class=""gff-news-corp-arrow-button-results"">…</button>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m      - waiting 100ms[22m
[2m    29 × waiting for element to be visible, enabled and stable[22m
[2m       - element is not enabled[22m
[2m     - retrying click action[22m
[2m       - waiting 500ms[22m
","",""
BTN-0034,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"(sin texto #6)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(2)",button,error,,no,yes,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,"locator.click: Timeout 15000ms exceeded.
Call log:
[2m  - waiting for locator('button:visible, input[type=""submit""]:visible, input[type=""button""]:visible, a[role=""button""]:visible, [role=""button""]:visible, a.btn:visible, a.button:visible, a[class*=""cta""]:visible, a[class*=""CTA""]:visible').nth(5)[22m
[2m    - locator resolved to <button disabled class=""gff-news-corp-arrow-button-results"">…</button>[22m
[2m  - attempting click action[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m    - waiting 20ms[22m
[2m    2 × waiting for element to be visible, enabled and stable[22m
[2m      - element is not enabled[22m
[2m    - retrying click action[22m
[2m      - waiting 100ms[22m
[2m    29 × waiting for element to be visible, enabled and stable[22m
[2m       - element is not enabled[22m
[2m     - retrying click action[22m
[2m       - waiting 500ms[22m
","",""
BTN-0035,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"1","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(3)",button,ok,454,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0036,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"2","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(4)",button,ok,1153,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0037,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"(sin texto #9)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(5)",button,ok,1390,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0038,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,"(sin texto #10)","div#app-react-news-press > div > div:nth-of-type(3) > button:nth-of-type(6)",button,ok,894,no,no,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,https://www.grupoficohsa.com/acerca-de-ficohsa/trabaja-con-nosotros/somos-grupo-ficohsa,,,"",""
BTN-0039,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Acerca de Ficohsa","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(1)",a,ok,426,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0040,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Sostenibilidad","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(2)",a,ok,418,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0041,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Nuestra Empresa","div#container-03fa46af3d > div > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(1) > button",button,ok,423,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0042,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Nuestra Gente","div#container-03fa46af3d > div > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(2) > button",button,ok,419,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0043,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Nuestro Planeta","div#container-03fa46af3d > div > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(3) > button",button,ok,422,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0044,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Nuestra Comunidad","div#container-03fa46af3d > div > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > div:nth-of-type(4) > button",button,ok,429,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0045,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Programa de Educación Financiera","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(1) > button",button,ok,438,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0046,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Programa de Ética institucional","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(2) > button",button,ok,435,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0047,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Programa de Medio Ambiente","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(3) > button",button,ok,436,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0048,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"De Mi Tierra","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(4) > button",button,ok,417,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0049,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Programa de Tu BienEstar","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(5) > button",button,ok,439,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0050,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Programa de Voluntariado Corporativo IntegraRSE","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(6) > button",button,ok,422,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0051,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Memoria de Sustentabilidad","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(7) > button",button,ok,421,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0052,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,"Programa de Fortalecimiento de la Cadena Productiva","div#caracteristicas > div > div:nth-of-type(2) > div > div > div > div:nth-of-type(8) > button",button,ok,416,no,no,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,https://www.grupoficohsa.com/sostenibilidad/estrategia-sostenibilidad,,,"",""
BTN-0053,https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa,"Acerca de Ficohsa","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(1)",a,ok,456,no,no,https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa,https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa,,,"",""
BTN-0054,https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa,"Sostenibilidad","div#container-718d72fe52 > div > div > header > div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(1) > a:nth-of-type(2)",a,ok,451,no,no,https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa,https://www.grupoficohsa.com/sostenibilidad/fundacion-ficohsa,,,"",""
